,Name
7165,bbb_780
2949,bbb_3751
553,bbb_1515
4557,bbb_5286
755,bbb_1707
120,bbb_1112
4434,bbb_5169
4601,bbb_5330
257,bbb_1238
5152,bbb_5856
3673,bbb_4428
4914,bbb_5628
7120,bbb_7762
2390,bbb_3226
3832,bbb_458
6035,bbb_6705
4707,bbb_5427
4555,bbb_5284
5124,bbb_5831
540,bbb_1503
5549,bbb_6233
7444,DrugBank_37
1216,bbb_21
312,bbb_1291
7115,bbb_7757
4930,bbb_5643
4125,bbb_4873
6820,bbb_7479
5632,bbb_632
5208,bbb_5909
3305,bbb_4073
6314,bbb_6969
4725,bbb_5443
4862,bbb_5579
572,bbb_153
2364,bbb_3203
6920,bbb_7573
1761,bbb_2632
5239,bbb_5939
4532,bbb_5261
2575,bbb_3404
7474,DrugBank_69
7453,DrugBank_46
5228,bbb_5929
5004,bbb_5716
4933,bbb_5645
4991,bbb_5702
7436,DrugBank_29
5153,bbb_5857
6739,bbb_7
162,bbb_1150
4973,bbb_568
6795,bbb_7454
538,bbb_1501
4835,bbb_5554
95,bbb_1089
1160,bbb_2086
1769,bbb_26
4872,bbb_5588
4663,bbb_5387
1350,bbb_2261
4437,bbb_5172
1255,bbb_2175
3258,bbb_4031
913,bbb_1851
6877,bbb_753
5754,bbb_6436
2040,bbb_2887
4632,bbb_5358
4649,bbb_5374
1714,bbb_2589
2833,bbb_3644
4109,bbb_4857
4378,bbb_5118
6181,bbb_684
7574,CASE_17
4433,bbb_5168
5,bbb_1005
5205,bbb_5906
71,bbb_1065
4996,bbb_5707
458,bbb_1424
3327,bbb_4093
4126,bbb_487
4964,bbb_5675
6515,bbb_7161
4891,bbb_5605
7499,DrugBank_97
1459,bbb_2359
3052,bbb_3844
2289,bbb_313
4534,bbb_5263
7182,bbb_793
4294,bbb_5039
5561,bbb_6244
4329,bbb_5072
4936,bbb_5648
4545,bbb_5273
4491,bbb_522
5224,bbb_5924
4475,bbb_5208
4985,bbb_5696
4621,bbb_5347
4913,bbb_5627
5177,bbb_5880
7454,DrugBank_47
7139,bbb_7779
5616,bbb_630
1302,bbb_2218
6,bbb_1006
1361,bbb_2271
7162,bbb_7801
4970,bbb_5681
1549,bbb_24
7531,DrugBank_139
5195,bbb_5897
1987,bbb_2839
5064,bbb_5773
4865,bbb_5582
4622,bbb_5348
1520,bbb_241
3846,bbb_4596
1651,bbb_2533
6615,bbb_7267
5227,bbb_5928
5103,bbb_5811
4856,bbb_557
738,bbb_1692
1095,bbb_2027
558,bbb_1520
7154,bbb_779
905,bbb_184
1682,bbb_2560
7291,bbb_89
817,bbb_1763
6963,bbb_7614
4674,bbb_5397
4537,bbb_5265
5058,bbb_5767
4094,bbb_484
3936,bbb_468
2902,bbb_3708
4401,bbb_5139
3016,bbb_3812
1261,bbb_2181
6071,bbb_6739
4463,bbb_5196
168,bbb_1155
1303,bbb_2219
2931,bbb_3734
3567,bbb_431
7021,bbb_7667
5852,bbb_653
3872,bbb_4620
3931,bbb_4678
6959,bbb_7611
4886,bbb_5601
1516,bbb_2410
6981,bbb_7631
4723,bbb_5441
2557,bbb_3379
5005,bbb_5717
4606,bbb_5334
4422,bbb_5157
7192,bbb_802
7159,bbb_7798
365,bbb_13
2726,bbb_3545
6510,bbb_7156
5175,bbb_5878
6900,bbb_755
4966,bbb_5677
2556,bbb_3378
5086,bbb_5794
1167,bbb_2093
1380,bbb_2288
7520,DrugBank_124
2017,bbb_2865
3028,bbb_3823
7267,bbb_872
5310,bbb_6006
360,bbb_1335
7134,bbb_7774
5166,bbb_5870
7526,DrugBank_134
6969,bbb_7620
2882,bbb_3690
3026,bbb_3821
513,bbb_1477
5165,bbb_5869
5056,bbb_5765
4569,bbb_5300
7285,bbb_888
3903,bbb_4648
4332,bbb_5074
7003,bbb_7650
4980,bbb_5691
4233,bbb_4981
3114,bbb_3901
4351,bbb_5093
7040,bbb_7685
7178,bbb_789
2957,bbb_3758
7108,bbb_7751
2847,bbb_3657
4571,bbb_5302
3560,bbb_4307
3138,bbb_3923
4993,bbb_5704
4868,bbb_5584
3134,bbb_3919
5775,bbb_6454
1526,bbb_2419
3762,bbb_451
1974,bbb_2827
1659,bbb_25
1088,bbb_2021
3605,bbb_435
3251,bbb_4024
5088,bbb_5796
7380,bbb_974
6069,bbb_6737
59,bbb_105
5122,bbb_5828
4934,bbb_5646
1620,bbb_250
1369,bbb_2278
559,bbb_1521
771,bbb_1722
5186,bbb_5888
3947,bbb_4694
6991,bbb_76
175,bbb_1162
4831,bbb_5551
3216,bbb_3993
7247,bbb_853
6081,bbb_6747
1757,bbb_2628
5812,bbb_649
2208,bbb_3047
982,bbb_1917
880,bbb_1822
4641,bbb_5367
4309,bbb_505
3639,bbb_439
1625,bbb_2508
5219,bbb_5919
1671,bbb_2550
5862,bbb_6542
1295,bbb_2212
6993,bbb_7641
856,bbb_1800
3382,bbb_414
7216,bbb_82
2736,bbb_3556
1251,bbb_2172
4510,bbb_5240
3702,bbb_4455
3436,bbb_419
5060,bbb_5769
5180,bbb_5883
4994,bbb_5705
3166,bbb_3947
2871,bbb_3680
5044,bbb_5754
334,bbb_1311
7161,bbb_7800
1285,bbb_2203
6994,bbb_7642
2542,bbb_3365
7200,bbb_809
7542,DrugBank_150
3328,bbb_409
6703,bbb_7357
920,bbb_1857
4775,bbb_5494
4459,bbb_5193
5795,bbb_647
2827,bbb_36
210,bbb_119
1029,bbb_1960
7157,bbb_7796
5235,bbb_5935
6462,bbb_7110
6134,bbb_6797
575,bbb_1536
4177,bbb_4927
4694,bbb_5414
459,bbb_1425
446,bbb_141
3893,bbb_46
4583,bbb_5313
4337,bbb_5079
4745,bbb_5464
3461,bbb_4216
4878,bbb_559
2536,bbb_3360
4453,bbb_5187
1626,bbb_2509
258,bbb_1239
489,bbb_145
4928,bbb_5640
7466,DrugBank_59
3598,bbb_4345
1386,bbb_229
6079,bbb_6745
7091,bbb_7734
7142,bbb_7782
4348,bbb_5090
556,bbb_1518
660,bbb_1615
3927,bbb_4674
5001,bbb_5712
4590,bbb_5319
3973,bbb_4718
4562,bbb_5293
6194,bbb_6855
5461,bbb_6148
5034,bbb_5744
1735,bbb_2608
828,bbb_1773
5139,bbb_5844
2861,bbb_3671
7173,bbb_78
2224,bbb_306
6405,bbb_705
3281,bbb_4051
1514,bbb_2408
4582,bbb_5312
4509,bbb_52
4873,bbb_5589
2105,bbb_2945
274,bbb_125
6085,bbb_6751
1014,bbb_1946
1707,bbb_2583
4357,bbb_5099
747,bbb_1700
3049,bbb_3842
2249,bbb_3088
283,bbb_1263
7521,DrugBank_126
7324,bbb_92
926,bbb_1863
3763,bbb_4514
2098,bbb_29
7018,bbb_7664
7250,bbb_855
5048,bbb_5758
5050,bbb_5760
4604,bbb_5333
4742,bbb_5461
1896,bbb_2756
5135,bbb_5841
3769,bbb_4526
4839,bbb_5558
6922,bbb_7576
1450,bbb_2351
4477,bbb_5210
4971,bbb_5682
315,bbb_129
5930,bbb_6609
2716,bbb_3537
5098,bbb_5806
1838,bbb_2703
7019,bbb_7665
1643,bbb_2524
1497,bbb_239
5880,bbb_6559
3092,bbb_3881
4954,bbb_5665
6484,bbb_7131
6636,bbb_7289
1286,bbb_220
3118,bbb_3904
6951,bbb_760
4984,bbb_5695
7187,bbb_797
127,bbb_1118
5683,bbb_6371
5811,bbb_6493
6339,bbb_699
5585,bbb_6269
5345,bbb_6039
7431,DrugBank_24
4219,bbb_4967
4685,bbb_5406
73,bbb_1067
1582,bbb_2469
5117,bbb_582
3361,bbb_4124
4667,bbb_5391
1394,bbb_2301
4098,bbb_4847
7513,DrugBank_112
7390,bbb_984
745,bbb_1698
5196,bbb_5898
6303,bbb_6959
7169,bbb_7807
6213,bbb_6874
4427,bbb_5163
5094,bbb_5802
822,bbb_1767
5829,bbb_6513
1462,bbb_2362
4889,bbb_560
3949,bbb_4696
1434,bbb_2337
4815,bbb_5534
786,bbb_1735
7375,bbb_969
2004,bbb_285
4367,bbb_5108
7385,bbb_980
2178,bbb_3020
4764,bbb_548
6244,bbb_690
5557,bbb_62
386,bbb_1358
5657,bbb_6346
7089,bbb_7733
3149,bbb_3933
1604,bbb_2489
4501,bbb_5233
6658,bbb_7314
7409,DrugBank_2
5115,bbb_5822
4415,bbb_5151
1366,bbb_2275
978,bbb_191
498,bbb_146
5157,bbb_5861
4769,bbb_5488
3144,bbb_3928
3084,bbb_387
5248,bbb_5946
2532,bbb_3356
4884,bbb_5599
4171,bbb_4922
2719,bbb_35
505,bbb_1470
5277,bbb_5973
2281,bbb_312
5229,bbb_5930
3205,bbb_3983
875,bbb_1817
5525,bbb_6210
5059,bbb_5768
50,bbb_1045
1226,bbb_2148
1093,bbb_2025
6135,bbb_6798
4669,bbb_5393
4489,bbb_5222
6802,bbb_7461
4821,bbb_55
3042,bbb_3835
5651,bbb_6341
4353,bbb_5095
5295,bbb_5992
2952,bbb_375
6090,bbb_6756
7205,bbb_81
1722,bbb_2596
6299,bbb_6955
4259,bbb_5005
297,bbb_1277
6710,bbb_7364
1242,bbb_2163
6483,bbb_7130
4628,bbb_535
5142,bbb_5847
3312,bbb_4079
5168,bbb_5872
287,bbb_1267
698,bbb_1649
4716,bbb_5435
3336,bbb_4101
6524,bbb_7169
5143,bbb_5848
68,bbb_1063
2885,bbb_3693
4424,bbb_5159
5035,bbb_5745
6579,bbb_723
3592,bbb_43
1487,bbb_2384
4078,bbb_4823
6941,bbb_7594
1030,bbb_1961
7080,bbb_7724
5007,bbb_5719
902,bbb_1841
4635,bbb_5362
2344,bbb_318
3284,bbb_405
281,bbb_1261
4224,bbb_4973
7102,bbb_7745
1538,bbb_2430
7547,DrugBank_156
4917,bbb_5631
4943,bbb_5654
2776,bbb_359
4408,bbb_5144
597,bbb_1555
5176,bbb_5879
6995,bbb_7643
692,bbb_164
457,bbb_142
2788,bbb_3604
290,bbb_1270
1327,bbb_2240
1397,bbb_230
5482,bbb_6167
4743,bbb_5463
2740,bbb_3560
825,bbb_1770
4551,bbb_5278
5247,bbb_5945
829,bbb_177
2298,bbb_3141
1239,bbb_2160
4759,bbb_5478
4818,bbb_5537
7438,DrugBank_31
6558,bbb_7206
5656,bbb_6345
1883,bbb_274
3256,bbb_4029
456,bbb_1423
252,bbb_123
3761,bbb_4513
4842,bbb_5561
3269,bbb_4040
6223,bbb_6884
4664,bbb_5388
1422,bbb_2326
5403,bbb_6093
6226,bbb_6887
3383,bbb_4144
5033,bbb_5743
5185,bbb_5887
7535,DrugBank_143
4447,bbb_5182
6960,bbb_7612
6750,bbb_7411
6683,bbb_73
3902,bbb_4647
1362,bbb_2272
3304,bbb_4072
132,bbb_1123
3905,bbb_4650
4920,bbb_563
813,bbb_1759
6917,bbb_7570
3414,bbb_417
2860,bbb_3670
1612,bbb_2496
3077,bbb_3867
3106,bbb_389
4248,bbb_4994
1522,bbb_2415
2886,bbb_369
5134,bbb_5840
4812,bbb_5532
2796,bbb_3612
6842,bbb_7501
4363,bbb_5104
2597,bbb_3425
606,bbb_156
80,bbb_107
5806,bbb_6487
3289,bbb_4058
4595,bbb_5324
4975,bbb_5686
6675,bbb_7333
7146,bbb_7786
5003,bbb_5714
4474,bbb_5207
4696,bbb_5416
348,bbb_1324
280,bbb_1260
2360,bbb_3199
839,bbb_178
4384,bbb_512
5278,bbb_597
4184,bbb_493
7189,bbb_799
2181,bbb_302
3607,bbb_4355
134,bbb_1124
2069,bbb_291
2986,bbb_3784
5097,bbb_5805
1055,bbb_1985
1385,bbb_2293
1241,bbb_2162
7523,DrugBank_128
56,bbb_1051
4915,bbb_5629
744,bbb_1697
711,bbb_1661
4504,bbb_5235
5240,bbb_59
7066,bbb_7709
7519,DrugBank_123
5771,bbb_6451
5187,bbb_5890
6341,bbb_6995
7174,bbb_784
7410,DrugBank_3
6936,bbb_7590
3444,bbb_4201
1511,bbb_2405
1593,bbb_2479
1119,bbb_2048
2692,bbb_3513
4998,bbb_5709
3189,bbb_3968
4561,bbb_5290
7295,bbb_897
6138,bbb_6801
3354,bbb_4117
7002,bbb_7649
47,bbb_1043
7554,DrugBank_164
3158,bbb_3940
1453,bbb_235
6503,bbb_7149
6233,bbb_689
4874,bbb_5590
3390,bbb_4151
3334,bbb_4099
4687,bbb_5408
6267,bbb_6926
4791,bbb_5513
811,bbb_1757
5870,bbb_6550
3113,bbb_3900
3044,bbb_3838
4597,bbb_5326
4840,bbb_5559
1796,bbb_266
5024,bbb_5735
2789,bbb_3605
3242,bbb_4016
4546,bbb_527
613,bbb_1570
6337,bbb_6991
4893,bbb_5607
4145,bbb_489
5163,bbb_5867
7383,bbb_978
6700,bbb_7354
5521,bbb_6206
5161,bbb_5865
5242,bbb_5941
7460,DrugBank_53
5062,bbb_5771
4617,bbb_534
775,bbb_1725
6804,bbb_7463
3703,bbb_4456
6504,bbb_7150
7511,DrugBank_110
2559,bbb_3381
2155,bbb_2999
5038,bbb_5748
7105,bbb_7748
1729,bbb_2603
5032,bbb_5742
562,bbb_152
3182,bbb_3962
4792,bbb_551
1378,bbb_2286
680,bbb_163
5040,bbb_5750
7150,bbb_7790
882,bbb_182
6274,bbb_693
7201,bbb_810
7342,bbb_9
6629,bbb_7283
4981,bbb_5692
2973,bbb_3773
7057,bbb_7701
5110,bbb_5817
6007,bbb_6680
4776,bbb_5495
4676,bbb_5399
3613,bbb_4368
831,bbb_1775
5413,bbb_6104
5053,bbb_5763
1244,bbb_2164
6367,bbb_7019
1808,bbb_2674
270,bbb_1249
6661,bbb_7318
4922,bbb_5635
2140,bbb_298
2516,bbb_3342
2560,bbb_3382
867,bbb_1810
6047,bbb_6717
4912,bbb_5626
4989,bbb_5700
6099,bbb_6764
3257,bbb_4030
1064,bbb_199
5162,bbb_5866
5617,bbb_6304
288,bbb_1268
7145,bbb_7785
5089,bbb_5797
136,bbb_1127
819,bbb_1764
6220,bbb_6882
3287,bbb_4056
4942,bbb_565
7534,DrugBank_142
7404,bbb_997
1961,bbb_2815
3314,bbb_4081
4609,bbb_5337
2887,bbb_3694
3260,bbb_4033
3741,bbb_4493
6577,bbb_7226
1353,bbb_226
874,bbb_1816
5536,bbb_6221
3782,bbb_4538
3059,bbb_3851
6617,bbb_7269
6300,bbb_6956
2528,bbb_3353
3404,bbb_4164
3111,bbb_3898
3871,bbb_4619
154,bbb_1143
2415,bbb_3248
3039,bbb_3833
5346,bbb_60
1660,bbb_2540
6152,bbb_6816
1566,bbb_2454
1086,bbb_2019
7106,bbb_7749
4549,bbb_5276
4481,bbb_5214
3335,bbb_4100
350,bbb_1326
2086,bbb_2929
6033,bbb_670
5963,bbb_66
6953,bbb_7605
724,bbb_1674
4810,bbb_5530
7506,DrugBank_104
4071,bbb_481
6701,bbb_7355
7155,bbb_7794
3377,bbb_41
7014,bbb_7661
7365,bbb_960
7463,DrugBank_56
758,bbb_1710
2421,bbb_325
3867,bbb_4615
5100,bbb_5808
114,bbb_1106
3151,bbb_3934
2777,bbb_3594
6593,bbb_7247
1118,bbb_2047
594,bbb_1553
3131,bbb_3916
1254,bbb_2174
1334,bbb_2246
4611,bbb_5339
5748,bbb_6430
7340,bbb_938
3190,bbb_3969
4614,bbb_5341
4750,bbb_5470
4320,bbb_506
2287,bbb_3132
3116,bbb_3903
3145,bbb_3929
6846,bbb_7504
6609,bbb_7262
7490,DrugBank_85
643,bbb_1599
4859,bbb_5576
3315,bbb_4082
4686,bbb_5407
1061,bbb_1991
1407,bbb_2313
993,bbb_1927
5841,bbb_652
5774,bbb_645
3326,bbb_4092
923,bbb_1860
2474,bbb_3304
1521,bbb_2414
5416,bbb_6108
1068,bbb_1997
5084,bbb_5793
723,bbb_167
1592,bbb_2478
3110,bbb_3897
5556,bbb_6239
3238,bbb_4013
4665,bbb_5389
4513,bbb_524
1092,bbb_2024
4938,bbb_5650
1137,bbb_2064
2769,bbb_3587
4230,bbb_4978
3124,bbb_3910
1715,bbb_2590
7549,DrugBank_158
4108,bbb_4856
1458,bbb_2358
7400,bbb_99
1879,bbb_2740
4730,bbb_5447
1451,bbb_2352
4584,bbb_531
4508,bbb_5239
4779,bbb_5498
302,bbb_1282
3768,bbb_4525
5214,bbb_5914
4577,bbb_5307
4345,bbb_5087
5225,bbb_5926
4399,bbb_5137
7384,bbb_979
1294,bbb_2211
7239,bbb_845
5104,bbb_5812
4690,bbb_5411
1448,bbb_2349
6144,bbb_6806
3877,bbb_4624
1387,bbb_2294
2898,bbb_3704
3279,bbb_4049
3789,bbb_454
4990,bbb_5701
3050,bbb_3843
4500,bbb_5232
1470,bbb_2369
6500,bbb_7146
7573,CASE_16
5096,bbb_5804
5230,bbb_5931
414,bbb_1384
1646,bbb_2527
2698,bbb_3518
6810,bbb_7468
7318,bbb_918
2035,bbb_2883
3648,bbb_4401
1589,bbb_2475
3109,bbb_3896
3300,bbb_4068
4448,bbb_5183
4600,bbb_5329
3253,bbb_4026
2314,bbb_3155
6216,bbb_6877
2702,bbb_3524
6932,bbb_7586
1764,bbb_2635
7112,bbb_7754
2509,bbb_3336
6943,bbb_7596
1894,bbb_2754
4435,bbb_5170
3146,bbb_3930
2842,bbb_3653
4553,bbb_5282
1915,bbb_277
1611,bbb_2495
669,bbb_162
3396,bbb_4156
4972,bbb_5683
3803,bbb_4556
6851,bbb_7509
5724,bbb_6408
7494,DrugBank_90
1732,bbb_2605
6457,bbb_7105
5201,bbb_5903
2402,bbb_3237
3497,bbb_4249
1207,bbb_2132
3901,bbb_4646
1718,bbb_2593
6643,bbb_7298
3645,bbb_4399
769,bbb_1720
4867,bbb_558
5830,bbb_651
6257,bbb_6915
3107,bbb_3894
7132,bbb_7773
2904,bbb_3710
5052,bbb_5762
6255,bbb_691
393,bbb_1365
1276,bbb_2194
4413,bbb_5149
943,bbb_1879
7095,bbb_7739
4220,bbb_4968
305,bbb_1284
2462,bbb_329
3323,bbb_4089
7407,DrugBank_0
2395,bbb_3231
2433,bbb_3266
4528,bbb_5257
6744,bbb_7405
7175,bbb_786
2473,bbb_330
1479,bbb_2377
5595,bbb_6278
1668,bbb_2547
5141,bbb_5846
6139,bbb_6802
2911,bbb_3716
1703,bbb_2579
1724,bbb_2598
906,bbb_1844
1157,bbb_2083
3143,bbb_3927
4369,bbb_5110
3918,bbb_4662
1300,bbb_2216
2187,bbb_3029
4099,bbb_4848
420,bbb_1390
2744,bbb_356
2131,bbb_2973
4383,bbb_5123
5213,bbb_591
4387,bbb_5126
2728,bbb_3547
3180,bbb_3960
3007,bbb_380
5772,bbb_6452
4173,bbb_492
1778,bbb_2647
5129,bbb_5836
3095,bbb_388
760,bbb_1712
4485,bbb_5218
1279,bbb_2197
3056,bbb_3848
741,bbb_1694
5212,bbb_5913
4575,bbb_5305
3231,bbb_4006
1723,bbb_2597
2626,bbb_3451
4550,bbb_5277
7210,bbb_818
7144,bbb_7784
17,bbb_1016
5216,bbb_5916
3262,bbb_4034
3337,bbb_4102
4558,bbb_5287
1701,bbb_2577
4926,bbb_5639
5527,bbb_6212
4715,bbb_5434
5172,bbb_5875
5202,bbb_590
3173,bbb_395
358,bbb_133
7039,bbb_7684
7483,DrugBank_78
6929,bbb_7583
4944,bbb_5655
1664,bbb_254
4927,bbb_56
1278,bbb_2196
163,bbb_1151
4507,bbb_5238
4406,bbb_5143
7397,bbb_991
1338,bbb_2250
5644,bbb_6335
9,bbb_1009
3697,bbb_4450
1112,bbb_2042
3227,bbb_4003
2650,bbb_3473
4468,bbb_5201
3230,bbb_4005
1694,bbb_2571
4006,bbb_4751
7305,bbb_906
1571,bbb_2459
7331,bbb_930
4978,bbb_5689
4370,bbb_5111
5467,bbb_615
506,bbb_1471
7567,CASE_10
1022,bbb_195
6535,bbb_7181
1977,bbb_2830
2780,bbb_3597
2053,bbb_2899
7552,DrugBank_162
4777,bbb_5496
1427,bbb_2331
4907,bbb_5621
2230,bbb_3070
2964,bbb_3764
7495,DrugBank_91
5012,bbb_572
6962,bbb_761
48,bbb_104
3999,bbb_474
7252,bbb_857
6836,bbb_749
810,bbb_1756
2803,bbb_3618
7093,bbb_7736
272,bbb_1252
4963,bbb_5674
5076,bbb_578
2550,bbb_3373
4358,bbb_5100
485,bbb_1450
7537,DrugBank_145
684,bbb_1637
5770,bbb_6450
7472,DrugBank_67
135,bbb_1125
3829,bbb_4581
697,bbb_1648
7601,H1_Quifenadine
924,bbb_1861
6203,bbb_6864
3868,bbb_4616
4845,bbb_556
1989,bbb_2840
2544,bbb_3367
1430,bbb_233
5284,bbb_5982
872,bbb_1814
671,bbb_1625
4458,bbb_5192
72,bbb_1066
3119,bbb_3905
2640,bbb_346
3393,bbb_415
3719,bbb_4472
5015,bbb_5726
5244,bbb_5943
1559,bbb_2448
1683,bbb_2561
6156,bbb_6820
3127,bbb_3913
3313,bbb_4080
7530,DrugBank_138
2168,bbb_3011
3247,bbb_4021
1365,bbb_2274
4655,bbb_5380
3669,bbb_4424
5859,bbb_65
1843,bbb_2707
1508,bbb_2403
6884,bbb_75
2653,bbb_3477
3325,bbb_4091
435,bbb_140
509,bbb_147
5938,bbb_6616
5753,bbb_6435
4396,bbb_5134
64,bbb_1058
4518,bbb_5248
7496,DrugBank_93
1263,bbb_2183
4478,bbb_5211
3122,bbb_3908
5218,bbb_5918
7207,bbb_815
5773,bbb_6453
7135,bbb_7775
6740,bbb_7401
344,bbb_1321
6328,bbb_6982
2535,bbb_3359
1390,bbb_2297
6756,bbb_7417
3037,bbb_3831
321,bbb_1299
2235,bbb_3074
3246,bbb_4020
1834,bbb_2699
4596,bbb_5325
5051,bbb_5761
794,bbb_1742
6332,bbb_6986
7529,DrugBank_137
4130,bbb_4877
481,bbb_1446
1579,bbb_2466
3462,bbb_4217
