,Name
5156,bbb_5860
4414,bbb_5150
4705,bbb_5425
7122,bbb_776
3631,bbb_4386
473,bbb_14
5279,bbb_5974
4643,bbb_5369
4376,bbb_5116
1602,bbb_2487
688,bbb_1640
6724,bbb_7378
5131,bbb_5838
2848,bbb_3658
4899,bbb_561
4982,bbb_5693
5913,bbb_659
5190,bbb_5893
7500,DrugBank_98
567,bbb_1529
2819,bbb_3633
1627,bbb_2510
7156,bbb_7795
5031,bbb_5741
4331,bbb_507
5194,bbb_5896
5130,bbb_5837
1416,bbb_2321
7125,bbb_7766
4591,bbb_5320
6142,bbb_6804
7514,DrugBank_113
6400,bbb_7049
4001,bbb_4746
4903,bbb_5617
7140,bbb_7780
4916,bbb_5630
4688,bbb_5409
438,bbb_1406
2908,bbb_371
2671,bbb_349
5215,bbb_5915
4620,bbb_5346
6972,bbb_7623
3130,bbb_3915
4452,bbb_5186
4464,bbb_5197
6177,bbb_68
4702,bbb_5423
1734,bbb_2607
4364,bbb_5105
119,bbb_1111
1860,bbb_272
621,bbb_1577
4657,bbb_5382
5188,bbb_5891
1383,bbb_2291
1971,bbb_2824
1230,bbb_2152
7082,bbb_7726
100,bbb_109
7009,bbb_7656
7289,bbb_892
5263,bbb_5960
7398,bbb_992
5751,bbb_643
5082,bbb_5789
3925,bbb_4669
5221,bbb_5921
4896,bbb_5611
4131,bbb_4878
6653,bbb_7309
4033,bbb_4775
736,bbb_1690
3239,bbb_401
5534,bbb_6219
6392,bbb_7041
6752,bbb_741
6736,bbb_739
1347,bbb_2258
1290,bbb_2207
2058,bbb_290
2204,bbb_304
4347,bbb_5089
4700,bbb_5420
5223,bbb_5923
5682,bbb_6370
6202,bbb_686
1455,bbb_2355
4855,bbb_5573
4223,bbb_4972
7556,DrugBank_168
4031,bbb_477
7160,bbb_7799
7326,bbb_925
4808,bbb_5528
712,bbb_1662
2513,bbb_33
3480,bbb_423
1739,bbb_2612
7268,bbb_873
4908,bbb_5622
4502,bbb_523
5200,bbb_5902
5017,bbb_5728
5259,bbb_5956
6011,bbb_668
5111,bbb_5818
3224,bbb_4000
4853,bbb_5571
3786,bbb_4541
5145,bbb_5850
4659,bbb_538
5136,bbb_5842
4880,bbb_5595
1317,bbb_2232
1360,bbb_2270
1345,bbb_2256
5946,bbb_662
4945,bbb_5656
6751,bbb_7413
3002,bbb_3799
1080,bbb_2013
3710,bbb_446
2613,bbb_34
5254,bbb_5952
24,bbb_1023
3498,bbb_4250
2984,bbb_3783
1936,bbb_2793
5604,bbb_6286
2956,bbb_3757
4892,bbb_5606
7126,bbb_7767
7136,bbb_7776
5575,bbb_6258
870,bbb_1813
3862,bbb_4611
6773,bbb_743
5423,bbb_6114
5226,bbb_5927
4269,bbb_5014
5204,bbb_5905
4382,bbb_5122
4619,bbb_5345
6212,bbb_687
7417,DrugBank_10
6861,bbb_7518
4625,bbb_5351
674,bbb_1628
341,bbb_1318
3994,bbb_4738
1040,bbb_1970
6109,bbb_677
6791,bbb_7451
7517,DrugBank_119
5037,bbb_5747
6389,bbb_7039
7111,bbb_775
6154,bbb_6818
2293,bbb_3137
4909,bbb_5623
6738,bbb_7396
5099,bbb_5807
5303,bbb_5999
4809,bbb_5529
807,bbb_175
5828,bbb_6512
3577,bbb_432
6965,bbb_7616
2472,bbb_3303
63,bbb_1057
1411,bbb_2316
5016,bbb_5727
1518,bbb_2412
4829,bbb_5549
4807,bbb_5527
6479,bbb_7126
7559,CASE_2
1442,bbb_234
701,bbb_1652
1436,bbb_2339
4570,bbb_5301
5151,bbb_5855
2668,bbb_3491
7183,bbb_79
796,bbb_174
4722,bbb_5440
4466,bbb_5199
780,bbb_1730
5266,bbb_5963
3273,bbb_404
2551,bbb_337
3511,bbb_4262
4646,bbb_5372
2048,bbb_2894
2192,bbb_303
29,bbb_1027
6974,bbb_7624
1393,bbb_2300
5276,bbb_5972
3018,bbb_381
1172,bbb_2097
4252,bbb_4998
6746,bbb_7407
70,bbb_1064
4602,bbb_5331
4888,bbb_5603
4050,bbb_479
4461,bbb_5194
1200,bbb_212
5159,bbb_5863
2365,bbb_320
4631,bbb_5357
2538,bbb_3362
5081,bbb_5788
1886,bbb_2746
4624,bbb_5350
5727,bbb_6411
4860,bbb_5577
6401,bbb_7050
4412,bbb_5148
2858,bbb_3668
7168,bbb_7806
4816,bbb_5535
7278,bbb_882
3030,bbb_3824
1686,bbb_256
1745,bbb_2617
2574,bbb_340
4588,bbb_5317
1423,bbb_2327
847,bbb_1791
395,bbb_1367
2729,bbb_3548
2755,bbb_357
7083,bbb_7727
5243,bbb_5942
3339,bbb_410
239,bbb_1222
